offline_datapoint_17 1492349415 288216.000
offline_datapoint_8 1492349415 1883.000
offline_datapoint_2 1492349415 66527232.000
offline_datapoint_0 1492349415 2404569088.000
offline_datapoint_4 1492349413 340.828
offline_datapoint_5 1492349413 0.000
offline_datapoint_6 1492349413 0.000
offline_datapoint_1 1492349415 66527232.000
offline_datapoint_15 1492349415 1522.000
offline_datapoint_23 1492349413 1064.999
offline_datapoint_22 1492349413 39.333
offline_datapoint_21 1492349413 22742.504
offline_datapoint_20 1492349413 10.650
offline_datapoint_19 1492349413 133.794
offline_datapoint_18 1492349413 0.000
offline_datapoint_12 1492349413 1.562
offline_datapoint_13 1492349413 13.537
offline_datapoint_14 1492349413 20.469
offline_datapoint_9 1492349413 2190.081
offline_datapoint_3 1492349415 1439571968.000
offline_datapoint_7 1492349415 1882206208.000
offline_datapoint_16 1492349413 0.000
offline_datapoint_10 1492349413 7662.280
offline_datapoint_24 1492349413 823.783
offline_datapoint_11 1492349415 0.000
offline_datapoint_17 1492349418 288216.000
offline_datapoint_8 1492349418 1846.000
offline_datapoint_2 1492349418 68227072.000
offline_datapoint_0 1492349418 2456154112.000
offline_datapoint_4 1492349416 11452.214
offline_datapoint_5 1492349416 119.780
offline_datapoint_6 1492349416 711.343
offline_datapoint_1 1492349418 68227072.000
offline_datapoint_15 1492349418 1576.000
offline_datapoint_23 1492349416 2910.419
offline_datapoint_22 1492349416 4.909
offline_datapoint_21 1492349416 28726.920
offline_datapoint_20 1492349416 29.104
offline_datapoint_19 1492349416 192.014
offline_datapoint_18 1492349416 7.641
offline_datapoint_12 1492349416 1.554
offline_datapoint_13 1492349416 19.171
offline_datapoint_14 1492349416 28.238
offline_datapoint_9 1492349416 3552.262
offline_datapoint_3 1492349418 1508659200.000
offline_datapoint_7 1492349418 1985462272.000
offline_datapoint_16 1492349416 0.000
offline_datapoint_10 1492349416 9486.097
offline_datapoint_24 1492349416 863.731
offline_datapoint_11 1492349418 2.000
offline_datapoint_17 1492349421 288216.000
offline_datapoint_8 1492349421 1800.000
offline_datapoint_2 1492349421 67645440.000
offline_datapoint_0 1492349421 2532454400.000
offline_datapoint_4 1492349419 23220.756
offline_datapoint_5 1492349419 192.014
offline_datapoint_6 1492349419 1298.587
offline_datapoint_1 1492349421 67645440.000
offline_datapoint_15 1492349421 1544.000
offline_datapoint_23 1492349419 48.857
offline_datapoint_22 1492349419 72.310
offline_datapoint_21 1492349419 41098.378
offline_datapoint_20 1492349419 0.489
offline_datapoint_19 1492349419 36.861
offline_datapoint_18 1492349419 0.000
offline_datapoint_12 1492349419 0.907
offline_datapoint_13 1492349419 20.596
offline_datapoint_14 1492349419 34.715
offline_datapoint_9 1492349419 3681.452
offline_datapoint_3 1492349421 1466724352.000
offline_datapoint_7 1492349421 1895731200.000
offline_datapoint_16 1492349419 0.000
offline_datapoint_10 1492349419 10499.743
offline_datapoint_24 1492349419 1298.105
offline_datapoint_11 1492349421 0.000
offline_datapoint_17 1492349424 288216.000
offline_datapoint_8 1492349424 1829.000
offline_datapoint_2 1492349424 68734976.000
offline_datapoint_0 1492349424 2486398976.000
offline_datapoint_4 1492349422 27113.433
offline_datapoint_5 1492349422 34.869
offline_datapoint_6 1492349422 347.357
offline_datapoint_1 1492349424 68734976.000
offline_datapoint_15 1492349424 1546.000
