offline_datapoint_24 1492351265 288204.000
offline_datapoint_21 1492351265 1471.000
offline_datapoint_15 1492351265 105074688.000
offline_datapoint_13 1492351265 2798829568.000
offline_datapoint_17 1492351263 316.055
offline_datapoint_18 1492351263 0.000
offline_datapoint_19 1492351263 0.000
offline_datapoint_14 1492351265 105074688.000
offline_datapoint_22 1492351265 1687.000
offline_datapoint_11 1492351263 649.077
offline_datapoint_10 1492351263 79.843
offline_datapoint_9 1492351263 24494.080
offline_datapoint_8 1492351263 6.491
offline_datapoint_7 1492351263 49.789
offline_datapoint_6 1492351263 0.664
offline_datapoint_3 1492351263 2.978
offline_datapoint_4 1492351263 15.406
offline_datapoint_5 1492351263 21.544
offline_datapoint_0 1492351263 3859.338
offline_datapoint_16 1492351265 1751023616.000
offline_datapoint_20 1492351265 2284408832.000
offline_datapoint_23 1492351263 0.000
offline_datapoint_1 1492351263 12963.818
offline_datapoint_12 1492351263 1090.719
offline_datapoint_2 1492351265 10.000
offline_datapoint_24 1492351268 288204.000
offline_datapoint_21 1492351268 1435.000
offline_datapoint_15 1492351268 106545152.000
offline_datapoint_13 1492351268 2851536896.000
offline_datapoint_17 1492351266 11398.109
offline_datapoint_18 1492351266 57.092
offline_datapoint_19 1492351266 262.888
offline_datapoint_14 1492351268 106545152.000
offline_datapoint_22 1492351268 1868.000
offline_datapoint_11 1492351266 166.235
offline_datapoint_10 1492351266 52.931
offline_datapoint_9 1492351266 25172.411
offline_datapoint_8 1492351266 1.662
offline_datapoint_7 1492351266 120.991
offline_datapoint_6 1492351266 3.924
offline_datapoint_3 1492351266 0.128
offline_datapoint_4 1492351266 56.772
offline_datapoint_5 1492351266 87.242
offline_datapoint_0 1492351266 13132.739
offline_datapoint_16 1492351268 1929543680.000
offline_datapoint_20 1492351268 2591420416.000
offline_datapoint_23 1492351266 0.000
offline_datapoint_1 1492351266 34071.677
offline_datapoint_12 1492351266 3583.618
offline_datapoint_2 1492351268 26.000
offline_datapoint_24 1492351271 288204.000
offline_datapoint_21 1492351271 1301.000
offline_datapoint_15 1492351271 107048960.000
offline_datapoint_13 1492351271 3063377920.000
offline_datapoint_17 1492351269 90440.006
offline_datapoint_18 1492351269 110.854
offline_datapoint_19 1492351269 663.161
offline_datapoint_14 1492351271 107048960.000
offline_datapoint_22 1492351271 1887.000
offline_datapoint_11 1492351269 13.883
offline_datapoint_10 1492351269 88.524
offline_datapoint_9 1492351269 54590.877
offline_datapoint_8 1492351269 0.139
offline_datapoint_7 1492351269 38.463
offline_datapoint_6 1492351269 3.711
offline_datapoint_3 1492351269 0.000
offline_datapoint_4 1492351269 30.372
offline_datapoint_5 1492351269 59.372
offline_datapoint_0 1492351269 8913.361
offline_datapoint_16 1492351271 2003615744.000
offline_datapoint_20 1492351271 2742296576.000
offline_datapoint_23 1492351269 0.000
offline_datapoint_1 1492351269 27630.810
offline_datapoint_12 1492351269 2208.940
offline_datapoint_2 1492351271 1.000
offline_datapoint_24 1492351274 288204.000
offline_datapoint_21 1492351274 1244.000
offline_datapoint_15 1492351274 106721280.000
offline_datapoint_13 1492351274 3139678208.000
offline_datapoint_17 1492351272 70763.337
offline_datapoint_18 1492351272 14.508
offline_datapoint_19 1492351272 330.649
offline_datapoint_14 1492351274 106721280.000
offline_datapoint_22 1492351274 1776.000
offline_datapoint_11 1492351272 7.555
offline_datapoint_10 1492351272 93.981
offline_datapoint_9 1492351272 67171.343
offline_datapoint_8 1492351272 0.076
offline_datapoint_7 1492351272 22.182
offline_datapoint_6 1492351272 0.000
offline_datapoint_3 1492351272 0.387
offline_datapoint_4 1492351272 21.564
offline_datapoint_5 1492351272 38.667
offline_datapoint_0 1492351272 7713.288
offline_datapoint_16 1492351274 1832247296.000
offline_datapoint_20 1492351274 2386853888.000
offline_datapoint_23 1492351272 0.000
offline_datapoint_1 1492351272 19549.731
offline_datapoint_12 1492351272 1541.466
offline_datapoint_2 1492351274 0.000
offline_datapoint_24 1492351277 288204.000
offline_datapoint_21 1492351277 1372.000
offline_datapoint_15 1492351277 107503616.000
offline_datapoint_13 1492351277 2945703936.000
offline_datapoint_17 1492351275 46194.309
offline_datapoint_18 1492351275 21.851
offline_datapoint_19 1492351275 366.826
offline_datapoint_14 1492351277 107503616.000
offline_datapoint_22 1492351277 1792.000
offline_datapoint_11 1492351275 4.635
offline_datapoint_10 1492351275 96.029
offline_datapoint_9 1492351275 43813.926
offline_datapoint_8 1492351275 0.046
offline_datapoint_7 1492351275 17.858
offline_datapoint_6 1492351275 0.000
offline_datapoint_3 1492351275 1.805
offline_datapoint_4 1492351275 11.992
offline_datapoint_5 1492351275 19.797
offline_datapoint_0 1492351275 3139.359
offline_datapoint_16 1492351277 1855881216.000
